# A2XX MMIO register dump via /dev/kgsl-3d0 (KGSL backend)
# captured immediately after rendering the gl-capture test triangle
# format: offset  name  = value
0x4003  ALU_CONST_0_A           = 0x00000000
0x4004  ALU_CONST_1_R           = 0x469c4000
0x4005  ALU_CONST_1_G           = 0x3f800000
0x4006  ALU_CONST_1_B           = 0x3f000000
0x4007  ALU_CONST_1_A           = 0x00000000
0x4008  ALU_CONST_2_R           = 0x40000000
0x400c  ALU_CONST_3_R           = 0x00000000
0x4080  ALU_CONST_32_R_VS       = 0x3f800000
0x4081  ALU_CONST_32_G_VS       = 0x00000000
0x4480  ALU_CONST_288_R_PS      = 0x3f800000
0x4481  ALU_CONST_288_G_PS      = 0x3f800000
0x4800  TEX_FETCH_0_W0          = 0x88004802
0x4801  TEX_FETCH_0_W1          = 0x6746e806
0x4802  TEX_FETCH_0_W2          = 0x005fe3ff
0x4803  TEX_FETCH_0_W3          = 0x01001510
0x4900  BOOL_DW0                = 0x00000000
0x4901  BOOL_DW1                = 0x00000000
0x4902  BOOL_DW2                = 0x00000000
0x4903  BOOL_DW3                = 0x00000000
0x4904  BOOL_DW4                = 0x00000000
0x4905  BOOL_DW5                = 0x00000000
0x4906  BOOL_DW6                = 0x00000000
0x4907  BOOL_DW7                = 0x00000000
0x4908  LOOP_DW0                = 0x00000000
0x4909  LOOP_DW1                = 0x00000000
0x490a  LOOP_DW2                = 0x00000000
0x490b  LOOP_DW3                = 0x00000000

# === SoC-reserved ALU slots 0..31 (full 128 dwords) ===
0x4000  ALU[ 0].R              = 0x00000000
0x4001  ALU[ 0].G              = 0x00000000
0x4002  ALU[ 0].B              = 0x00000000
0x4003  ALU[ 0].A              = 0x00000000
0x4004  ALU[ 1].R              = 0x469c4000
0x4005  ALU[ 1].G              = 0x3f800000
0x4006  ALU[ 1].B              = 0x3f000000
0x4007  ALU[ 1].A              = 0x00000000
0x4008  ALU[ 2].R              = 0x40000000
0x4009  ALU[ 2].G              = 0x3f400000
0x400a  ALU[ 2].B              = 0x3ec00000
0x400b  ALU[ 2].A              = 0x3e800000
0x400c  ALU[ 3].R              = 0x00000000
0x400d  ALU[ 3].G              = 0x00000000
0x400e  ALU[ 3].B              = 0x00000000
0x400f  ALU[ 3].A              = 0x00000000
0x4010  ALU[ 4].R              = 0x00000000
0x4011  ALU[ 4].G              = 0x00000000
0x4012  ALU[ 4].B              = 0x00000000
0x4013  ALU[ 4].A              = 0x00000000
0x4014  ALU[ 5].R              = 0x00000000
0x4015  ALU[ 5].G              = 0x00000000
0x4016  ALU[ 5].B              = 0x00000000
0x4017  ALU[ 5].A              = 0x00000000
0x4018  ALU[ 6].R              = 0x00000000
0x4019  ALU[ 6].G              = 0x00000000
0x401a  ALU[ 6].B              = 0x00000000
0x401b  ALU[ 6].A              = 0x00000000
0x401c  ALU[ 7].R              = 0x00000000
0x401d  ALU[ 7].G              = 0x00000000
0x401e  ALU[ 7].B              = 0x00000000
0x401f  ALU[ 7].A              = 0x00000000
0x4020  ALU[ 8].R              = 0x00000000
0x4021  ALU[ 8].G              = 0x00000000
0x4022  ALU[ 8].B              = 0x00000000
0x4023  ALU[ 8].A              = 0x00000000
0x4024  ALU[ 9].R              = 0x00000000
0x4025  ALU[ 9].G              = 0x00000000
0x4026  ALU[ 9].B              = 0x00000000
0x4027  ALU[ 9].A              = 0x00000000
0x4028  ALU[10].R              = 0x00000000
0x4029  ALU[10].G              = 0x00000000
0x402a  ALU[10].B              = 0x00000000
0x402b  ALU[10].A              = 0x00000000
0x402c  ALU[11].R              = 0x00000000
0x402d  ALU[11].G              = 0x00000000
0x402e  ALU[11].B              = 0x00000000
0x402f  ALU[11].A              = 0x00000000
0x4030  ALU[12].R              = 0x00000000
0x4031  ALU[12].G              = 0x00000000
0x4032  ALU[12].B              = 0x00000000
0x4033  ALU[12].A              = 0x00000000
0x4034  ALU[13].R              = 0x00000000
0x4035  ALU[13].G              = 0x00000000
0x4036  ALU[13].B              = 0x00000000
0x4037  ALU[13].A              = 0x00000000
0x4038  ALU[14].R              = 0x00000000
0x4039  ALU[14].G              = 0x00000000
0x403a  ALU[14].B              = 0x00000000
0x403b  ALU[14].A              = 0x00000000
0x403c  ALU[15].R              = 0x00000000
0x403d  ALU[15].G              = 0x00000000
0x403e  ALU[15].B              = 0x00000000
0x403f  ALU[15].A              = 0x00000000
0x4040  ALU[16].R              = 0x00000000
0x4041  ALU[16].G              = 0x00000000
0x4042  ALU[16].B              = 0x00000000
0x4043  ALU[16].A              = 0x00000000
0x4044  ALU[17].R              = 0x00000000
0x4045  ALU[17].G              = 0x00000000
0x4046  ALU[17].B              = 0x00000000
0x4047  ALU[17].A              = 0x00000000
0x4048  ALU[18].R              = 0x00000000
0x4049  ALU[18].G              = 0x00000000
0x404a  ALU[18].B              = 0x00000000
0x404b  ALU[18].A              = 0x00000000
0x404c  ALU[19].R              = 0x00000000
0x404d  ALU[19].G              = 0x00000000
0x404e  ALU[19].B              = 0x00000000
0x404f  ALU[19].A              = 0x00000000
0x4050  ALU[20].R              = 0x00000000
0x4051  ALU[20].G              = 0x00000000
0x4052  ALU[20].B              = 0x00000000
0x4053  ALU[20].A              = 0x00000000
0x4054  ALU[21].R              = 0x00000000
0x4055  ALU[21].G              = 0x00000000
0x4056  ALU[21].B              = 0x00000000
0x4057  ALU[21].A              = 0x00000000
0x4058  ALU[22].R              = 0x00000000
0x4059  ALU[22].G              = 0x00000000
0x405a  ALU[22].B              = 0x00000000
0x405b  ALU[22].A              = 0x00000000
0x405c  ALU[23].R              = 0x00000000
0x405d  ALU[23].G              = 0x00000000
0x405e  ALU[23].B              = 0x00000000
0x405f  ALU[23].A              = 0x00000000
0x4060  ALU[24].R              = 0x00000000
0x4061  ALU[24].G              = 0x00000000
0x4062  ALU[24].B              = 0x00000000
0x4063  ALU[24].A              = 0x00000000
0x4064  ALU[25].R              = 0x00000000
0x4065  ALU[25].G              = 0x00000000
0x4066  ALU[25].B              = 0x00000000
0x4067  ALU[25].A              = 0x00000000
0x4068  ALU[26].R              = 0x00000000
0x4069  ALU[26].G              = 0x00000000
0x406a  ALU[26].B              = 0x00000000
0x406b  ALU[26].A              = 0x00000000
0x406c  ALU[27].R              = 0x00000000
0x406d  ALU[27].G              = 0x00000000
0x406e  ALU[27].B              = 0x00000000
0x406f  ALU[27].A              = 0x00000000
0x4070  ALU[28].R              = 0x00000000
0x4071  ALU[28].G              = 0x00000000
0x4072  ALU[28].B              = 0x00000000
0x4073  ALU[28].A              = 0x00000000
0x4074  ALU[29].R              = 0x00000000
0x4075  ALU[29].G              = 0x00000000
0x4076  ALU[29].B              = 0x00000000
0x4077  ALU[29].A              = 0x00000000
0x4078  ALU[30].R              = 0x00000000
0x4079  ALU[30].G              = 0x00000000
0x407a  ALU[30].B              = 0x00000000
0x407b  ALU[30].A              = 0x00000000
0x407c  ALU[31].R              = 0x00000000
0x407d  ALU[31].G              = 0x00000000
0x407e  ALU[31].B              = 0x00000000
0x407f  ALU[31].A              = 0x00000000

# === Texture-fetch slots 0..31 (full 192 dwords, 6 per slot) ===
0x4800  TEX[ 0].dw0            = 0x08004802
0x4801  TEX[ 0].dw1            = 0x6776e806
0x4802  TEX[ 0].dw2            = 0x005fe3ff
0x4803  TEX[ 0].dw3            = 0x01280c14
0x4804  TEX[ 0].dw4            = 0x00000000
0x4805  TEX[ 0].dw5            = 0x67a6e200
0x4806  TEX[ 1].dw0            = 0x00000000
0x4807  TEX[ 1].dw1            = 0x00000000
0x4808  TEX[ 1].dw2            = 0x00000000
0x4809  TEX[ 1].dw3            = 0x00000000
0x480a  TEX[ 1].dw4            = 0x00000000
0x480b  TEX[ 1].dw5            = 0x00000000
0x480c  TEX[ 2].dw0            = 0x00000000
0x480d  TEX[ 2].dw1            = 0x00000000
0x480e  TEX[ 2].dw2            = 0x00000000
0x480f  TEX[ 2].dw3            = 0x00000000
0x4810  TEX[ 2].dw4            = 0x00000000
0x4811  TEX[ 2].dw5            = 0x00000000
0x4812  TEX[ 3].dw0            = 0x00000000
0x4813  TEX[ 3].dw1            = 0x00000000
0x4814  TEX[ 3].dw2            = 0x00000000
0x4815  TEX[ 3].dw3            = 0x00000000
0x4816  TEX[ 3].dw4            = 0x00000000
0x4817  TEX[ 3].dw5            = 0x00000000
0x4818  TEX[ 4].dw0            = 0x00000000
0x4819  TEX[ 4].dw1            = 0x00000000
0x481a  TEX[ 4].dw2            = 0x00000000
0x481b  TEX[ 4].dw3            = 0x00000000
0x481c  TEX[ 4].dw4            = 0x00000000
0x481d  TEX[ 4].dw5            = 0x00000000
0x481e  TEX[ 5].dw0            = 0x00000000
0x481f  TEX[ 5].dw1            = 0x00000000
0x4820  TEX[ 5].dw2            = 0x00000000
0x4821  TEX[ 5].dw3            = 0x00000000
0x4822  TEX[ 5].dw4            = 0x00000000
0x4823  TEX[ 5].dw5            = 0x00000000
0x4824  TEX[ 6].dw0            = 0x00000000
0x4825  TEX[ 6].dw1            = 0x00000000
0x4826  TEX[ 6].dw2            = 0x00000000
0x4827  TEX[ 6].dw3            = 0x00000000
0x4828  TEX[ 6].dw4            = 0x00000000
0x4829  TEX[ 6].dw5            = 0x00000000
0x482a  TEX[ 7].dw0            = 0x00000000
0x482b  TEX[ 7].dw1            = 0x00000000
0x482c  TEX[ 7].dw2            = 0x00000000
0x482d  TEX[ 7].dw3            = 0x00000000
0x482e  TEX[ 7].dw4            = 0x00000000
0x482f  TEX[ 7].dw5            = 0x00000000
0x4830  TEX[ 8].dw0            = 0x00000000
0x4831  TEX[ 8].dw1            = 0x00000000
0x4832  TEX[ 8].dw2            = 0x00000000
0x4833  TEX[ 8].dw3            = 0x00000000
0x4834  TEX[ 8].dw4            = 0x00000000
0x4835  TEX[ 8].dw5            = 0x00000000
0x4836  TEX[ 9].dw0            = 0x00000000
0x4837  TEX[ 9].dw1            = 0x00000000
0x4838  TEX[ 9].dw2            = 0x00000000
0x4839  TEX[ 9].dw3            = 0x00000000
0x483a  TEX[ 9].dw4            = 0x00000000
0x483b  TEX[ 9].dw5            = 0x00000000
0x483c  TEX[10].dw0            = 0x00000000
0x483d  TEX[10].dw1            = 0x00000000
0x483e  TEX[10].dw2            = 0x00000000
0x483f  TEX[10].dw3            = 0x00000000
0x4840  TEX[10].dw4            = 0x00000000
0x4841  TEX[10].dw5            = 0x00000000
0x4842  TEX[11].dw0            = 0x00000000
0x4843  TEX[11].dw1            = 0x00000000
0x4844  TEX[11].dw2            = 0x00000000
0x4845  TEX[11].dw3            = 0x00000000
0x4846  TEX[11].dw4            = 0x00000000
0x4847  TEX[11].dw5            = 0x00000000
0x4848  TEX[12].dw0            = 0x00000000
0x4849  TEX[12].dw1            = 0x00000000
0x484a  TEX[12].dw2            = 0x00000000
0x484b  TEX[12].dw3            = 0x00000000
0x484c  TEX[12].dw4            = 0x00000000
0x484d  TEX[12].dw5            = 0x00000000
0x484e  TEX[13].dw0            = 0x00000000
0x484f  TEX[13].dw1            = 0x00000000
0x4850  TEX[13].dw2            = 0x00000000
0x4851  TEX[13].dw3            = 0x00000000
0x4852  TEX[13].dw4            = 0x00000000
0x4853  TEX[13].dw5            = 0x00000000
0x4854  TEX[14].dw0            = 0x00000000
0x4855  TEX[14].dw1            = 0x00000000
0x4856  TEX[14].dw2            = 0x00000000
0x4857  TEX[14].dw3            = 0x00000000
0x4858  TEX[14].dw4            = 0x00000000
0x4859  TEX[14].dw5            = 0x00000000
0x485a  TEX[15].dw0            = 0x00000000
0x485b  TEX[15].dw1            = 0x00000000
0x485c  TEX[15].dw2            = 0x00000000
0x485d  TEX[15].dw3            = 0x00000000
0x485e  TEX[15].dw4            = 0x00000000
0x485f  TEX[15].dw5            = 0x00000000
0x4860  TEX[16].dw0            = 0x00000000
0x4861  TEX[16].dw1            = 0x00000000
0x4862  TEX[16].dw2            = 0x00000000
0x4863  TEX[16].dw3            = 0x00000000
0x4864  TEX[16].dw4            = 0x00000000
0x4865  TEX[16].dw5            = 0x00000000
0x4866  TEX[17].dw0            = 0x00000000
0x4867  TEX[17].dw1            = 0x00000000
0x4868  TEX[17].dw2            = 0x00000000
0x4869  TEX[17].dw3            = 0x00000000
0x486a  TEX[17].dw4            = 0x00000000
0x486b  TEX[17].dw5            = 0x00000000
0x486c  TEX[18].dw0            = 0x00000000
0x486d  TEX[18].dw1            = 0x00000000
0x486e  TEX[18].dw2            = 0x00000000
0x486f  TEX[18].dw3            = 0x00000000
0x4870  TEX[18].dw4            = 0x00000000
0x4871  TEX[18].dw5            = 0x00000000
0x4872  TEX[19].dw0            = 0x00000000
0x4873  TEX[19].dw1            = 0x00000000
0x4874  TEX[19].dw2            = 0x00000000
0x4875  TEX[19].dw3            = 0x00000000
0x4876  TEX[19].dw4            = 0x00000000
0x4877  TEX[19].dw5            = 0x00000000
0x4878  TEX[20].dw0            = 0x685e23c3
0x4879  TEX[20].dw1            = 0x00000020
0x487a  TEX[20].dw2            = 0x685e23e3
0x487b  TEX[20].dw3            = 0x00000020
0x487c  TEX[20].dw4            = 0x685e2403
0x487d  TEX[20].dw5            = 0x00000020
0x487e  TEX[21].dw0            = 0x685e2423
0x487f  TEX[21].dw1            = 0x00000020
0x4880  TEX[21].dw2            = 0x685e2443
0x4881  TEX[21].dw3            = 0x00000020
0x4882  TEX[21].dw4            = 0x00000010
0x4883  TEX[21].dw5            = 0x00000000
0x4884  TEX[22].dw0            = 0x00000000
0x4885  TEX[22].dw1            = 0x00000000
0x4886  TEX[22].dw2            = 0x00000000
0x4887  TEX[22].dw3            = 0x00000000
0x4888  TEX[22].dw4            = 0x00000000
0x4889  TEX[22].dw5            = 0x00000000
0x488a  TEX[23].dw0            = 0x00000000
0x488b  TEX[23].dw1            = 0x00000000
0x488c  TEX[23].dw2            = 0x00000000
0x488d  TEX[23].dw3            = 0x00000000
0x488e  TEX[23].dw4            = 0x00000000
0x488f  TEX[23].dw5            = 0x00000000
0x4890  TEX[24].dw0            = 0x00000000
0x4891  TEX[24].dw1            = 0x00000000
0x4892  TEX[24].dw2            = 0x00000000
0x4893  TEX[24].dw3            = 0x00000000
0x4894  TEX[24].dw4            = 0x00000000
0x4895  TEX[24].dw5            = 0x00000000
0x4896  TEX[25].dw0            = 0x00000000
0x4897  TEX[25].dw1            = 0x00000000
0x4898  TEX[25].dw2            = 0x00000000
0x4899  TEX[25].dw3            = 0x00000000
0x489a  TEX[25].dw4            = 0x00000000
0x489b  TEX[25].dw5            = 0x00000000
0x489c  TEX[26].dw0            = 0x660b4003
0x489d  TEX[26].dw1            = 0x00000030
0x489e  TEX[26].dw2            = 0x660b4063
0x489f  TEX[26].dw3            = 0x00000020
0x48a0  TEX[26].dw4            = 0x00000000
0x48a1  TEX[26].dw5            = 0x00000000
0x48a2  TEX[27].dw0            = 0x00000000
0x48a3  TEX[27].dw1            = 0x00000000
0x48a4  TEX[27].dw2            = 0x00000000
0x48a5  TEX[27].dw3            = 0x00000000
0x48a6  TEX[27].dw4            = 0x00000000
0x48a7  TEX[27].dw5            = 0x00000000
0x48a8  TEX[28].dw0            = 0x00000000
0x48a9  TEX[28].dw1            = 0x00000000
0x48aa  TEX[28].dw2            = 0x00000000
0x48ab  TEX[28].dw3            = 0x00000000
0x48ac  TEX[28].dw4            = 0x00000000
0x48ad  TEX[28].dw5            = 0x00000000
0x48ae  TEX[29].dw0            = 0x00000000
0x48af  TEX[29].dw1            = 0x00000000
0x48b0  TEX[29].dw2            = 0x00000000
0x48b1  TEX[29].dw3            = 0x00000000
0x48b2  TEX[29].dw4            = 0x00000000
0x48b3  TEX[29].dw5            = 0x00000000
0x48b4  TEX[30].dw0            = 0x00000000
0x48b5  TEX[30].dw1            = 0x00000000
0x48b6  TEX[30].dw2            = 0x00000000
0x48b7  TEX[30].dw3            = 0x00000000
0x48b8  TEX[30].dw4            = 0x00000000
0x48b9  TEX[30].dw5            = 0x00000000
0x48ba  TEX[31].dw0            = 0x00000000
0x48bb  TEX[31].dw1            = 0x00000000
0x48bc  TEX[31].dw2            = 0x00000000
0x48bd  TEX[31].dw3            = 0x00000000
0x48be  TEX[31].dw4            = 0x00000000
0x48bf  TEX[31].dw5            = 0x00000000
